"","sample","similiraty"
"H365","H36","0.6107"
"H365","H35","0.5908"
"H365","H34","0.781"
"H365","H335","0.6014"
"H365","H334","0.5661"
"H365","H333","0.4819"
"H365","H332","0.5262"
"H365","H331","0.5618"
"H365","H330","0.5571"
"H365","H33","0.6139"
"H365","H329","0.5316"
"H365","H328","0.5274"
"H365","H327","0.5281"
"H365","H326","0.5009"
"H365","H325","0.5576"
"H365","H324","0.5548"
"H365","H323","0.5754"
"H365","H322","0.4738"
"H365","H321","0.6158"
"H365","H320","0.5547"
"H365","H32","0.6201"
"H365","H319","0.5572"
"H365","H318","0.6056"
"H365","H317","0.598"
"H365","H316","0.5332"
"H365","H315","0.5244"
"H365","H314","0.6976"
"H365","H313","0.5558"
"H365","H312","0.5568"
"H365","H311","0.6725"
"H365","H310","0.6021"
"H365","H309","0.6033"
"H365","H308","0.6013"
"H365","H307","0.6027"
"H365","H306","0.602"
"H365","H305","0.6031"
"H365","H304","0.6028"
"H365","H303","0.6028"
"H365","H302","0.6021"
"H365","H301","0.6288"
"H365","H300","0.5372"
"H365","H30","0.918"
"H365","H3","0.6648"
"H365","H298","0.5765"
"H365","H297","0.5585"
"H365","H296","0.6223"
"H365","H294","0.6405"
"H365","H293","0.5569"
"H365","H292","0.5803"
"H365","H291","0.5802"
"H365","H290","0.5802"
"H365","H29","0.921"
"H365","H289","0.5758"
"H365","H288","0.5664"
"H365","H287","0.5788"
"H365","H286","0.4784"
"H365","H285","0.5156"
"H365","H284","0.6021"
"H365","H283","0.7284"
"H365","H282","0.6644"
"H365","H281","0.5923"
"H365","H280","0.4573"
"H365","H28","0.9304"
"H365","H279","0.7645"
"H365","H278","0.5216"
"H365","H277","0.6882"
"H365","H276","0.687"
"H365","H275","0.569"
"H365","H274","0.5521"
"H365","H273","0.617"
"H365","H272","0.607"
"H365","H271","0.6048"
"H365","H270","0.614"
"H365","H27","0.9266"
"H365","H269","0.6314"
"H365","H268","0.6122"
"H365","H267","0.6179"
"H365","H266","0.6343"
"H365","H265","0.6144"
"H365","H264","0.6166"
"H365","H262","0.6004"
"H365","H26","0.6723"
"H365","H259","0.5874"
"H365","H258","0.6113"
"H365","H257","0.6082"
"H365","H256","0.6086"
"H365","H255","0.6047"
"H365","H254","0.6013"
"H365","H253","0.6114"
"H365","H252","0.5991"
"H365","H251","0.5997"
"H365","H250","0.6065"
"H365","H25","0.6691"
"H365","H249","0.6046"
"H365","H248","0.6163"
"H365","H247","0.6142"
"H365","H246","0.6216"
"H365","H245","0.611"
"H365","H244","0.58"
"H365","H243","0.5786"
"H365","H242","0.6041"
"H365","H241","0.961"
"H365","H240","0.9607"
"H365","H24","0.5986"
"H365","H239","0.6047"
"H365","H238","0.5219"
"H365","H237","0.5475"
"H365","H236","0.6039"
"H365","H235","0.7465"
"H365","H234","0.6035"
"H365","H233","0.5957"
"H365","H232","0.5913"
"H365","H231","0.6029"
"H365","H230","0.6034"
"H365","H23","0.6281"
"H365","H229","0.6043"
"H365","H228","0.5582"
"H365","H227","0.5313"
"H365","H226","0.492"
"H365","H225","0.6287"
"H365","H224","0.6266"
"H365","H223","0.6846"
"H365","H222","0.6891"
"H365","H221","0.6819"
"H365","H220","0.6048"
"H365","H219","0.5731"
"H365","H218","0.586"
"H365","H217","0.5734"
"H365","H216","0.5805"
"H365","H215","0.5879"
"H365","H214","0.5761"
"H365","H213","0.5824"
"H365","H212","0.5858"
"H365","H211","0.6358"
"H365","H210","0.5809"
"H365","H21","0.6131"
"H365","H209","0.5667"
"H365","H208","0.6146"
"H365","H207","0.5506"
"H365","H206","0.529"
"H365","H205","0.5672"
"H365","H204","0.5702"
"H365","H203","0.6036"
"H365","H202","0.6027"
"H365","H201","0.6197"
"H365","H200","0.5775"
"H365","H20","0.6187"
"H365","H2","0.669"
"H365","H199","0.5855"
"H365","H198","0.5711"
"H365","H197","0.6084"
"H365","H196","0.6113"
"H365","H195","0.5702"
"H365","H194","0.5516"
"H365","H193","0.5617"
"H365","H192","0.5497"
"H365","H191","0.5727"
"H365","H190","0.5875"
"H365","H19","0.6277"
"H365","H189","0.6007"
"H365","H188","0.5731"
"H365","H187","0.5831"
"H365","H186","0.5872"
"H365","H185","0.6037"
"H365","H184","0.5958"
"H365","H183","0.5951"
"H365","H182","0.5971"
"H365","H181","0.6149"
"H365","H180","0.6559"
"H365","H18","0.6248"
"H365","H179","0.6326"
"H365","H178","0.5942"
"H365","H177","0.595"
"H365","H176","0.5865"
"H365","H175","0.5891"
"H365","H174","0.5841"
"H365","H173","0.5666"
"H365","H172","0.5595"
"H365","H171","0.5342"
"H365","H170","0.576"
"H365","H17","0.6281"
"H365","H169","0.6295"
"H365","H168","0.5666"
"H365","H167","0.57"
"H365","H166","0.5588"
"H365","H165","0.5889"
"H365","H164","0.6025"
"H365","H163","0.5616"
"H365","H162","0.5679"
"H365","H161","0.5696"
"H365","H160","0.6031"
"H365","H16","0.6615"
"H365","H159","0.6011"
"H365","H158","0.6035"
"H365","H157","0.6201"
"H365","H156","0.5631"
"H365","H155","0.5796"
"H365","H154","0.5648"
"H365","H153","0.6458"
"H365","H152","0.6523"
"H365","H151","0.6494"
"H365","H150","0.6453"
"H365","H15","0.6326"
"H365","H149","0.646"
"H365","H148","0.6432"
"H365","H147","0.651"
"H365","H146","0.5108"
"H365","H145","0.5749"
"H365","H144","0.5517"
"H365","H143","0.6126"
"H365","H142","0.6892"
"H365","H141","0.6249"
"H365","H140","0.6178"
"H365","H139","0.5808"
"H365","H138","0.6193"
"H365","H136","0.6078"
"H365","H135","0.5803"
"H365","H134","0.5789"
"H365","H133","0.554"
"H365","H132","0.5003"
"H365","H131","0.6051"
"H365","H130","0.628"
"H365","H13","0.6604"
"H365","H129","0.6751"
"H365","H128","0.6493"
"H365","H127","0.6243"
"H365","H126","0.672"
"H365","H125","0.6215"
"H365","H124","0.6216"
"H365","H123","0.6214"
"H365","H122","0.6246"
"H365","H121","0.6042"
"H365","H120","0.6746"
"H365","H12","0.6463"
"H365","H119","0.6748"
"H365","H118","0.6748"
"H365","H117","0.6749"
"H365","H116","0.6749"
"H365","H115","0.6746"
"H365","H114","0.675"
"H365","H113","0.6748"
"H365","H112","0.6748"
"H365","H111","0.6748"
"H365","H110","0.6749"
"H365","H11","0.6495"
"H365","H109","0.6748"
"H365","H108","0.6776"
"H365","H107","0.6781"
"H365","H106","0.6776"
"H365","H105","0.6814"
"H365","H104","0.677"
"H365","H103","0.6466"
"H365","H102","0.6993"
"H365","H101","0.6415"
"H365","H100","0.6242"
"H365","H10","0.6403"
"H365","H1","0.6673"
"H364","H368","0.5583"
"H364","H367","0.5728"
"H364","H366","0.4848"
"H364","H365","0.572"
"H364","H364","1"
"H364","H363","0.552"
"H364","H362","0.5637"
"H364","H361","0.564"
"H364","H99","0.5736"
"H364","H98","0.5653"
"H364","H97","0.5861"
"H364","H96","0.509"
"H364","H95","0.5105"
"H364","H94","0.5082"
"H364","H93","0.5139"
"H364","H92","0.5162"
"H364","H91","0.5648"
"H364","H90","0.5634"
"H364","H9","0.5621"
"H364","H89","0.5782"
"H364","H88","0.5674"
"H364","H87","0.5627"
"H364","H86","0.5865"
"H364","H85","0.5739"
"H364","H84","0.5746"
"H364","H83","0.5651"
"H364","H82","0.5686"
"H364","H81","0.5683"
"H364","H8","0.5558"
"H364","H79","0.569"
"H364","H78","0.5602"
"H364","H77","0.5582"
"H364","H76","0.5594"
"H364","H75","0.5527"
"H364","H74","0.5676"
"H364","H73","0.5669"
"H364","H72","0.5417"
"H364","H71","0.55"
"H364","H70","0.5509"
"H364","H7","0.5553"
"H364","H69","0.561"
"H364","H68","0.5605"
"H364","H67","0.5595"
"H364","H66","0.558"
"H364","H65","0.5916"
"H364","H64","0.5762"
"H364","H63","0.5444"
"H364","H62","0.5415"
"H364","H61","0.534"
"H364","H60","0.5599"
"H364","H6","0.5608"
"H364","H59","0.5884"
"H364","H58","0.5518"
"H364","H57","0.548"
"H364","H56","0.5544"
"H364","H55","0.5611"
"H364","H54","0.5592"
"H364","H53","0.5623"
"H364","H52","0.6883"
"H364","H51","0.5548"
"H364","H50","0.5688"
"H364","H5","0.5618"
"H364","H49","0.6891"
"H364","H48","0.5465"
"H364","H47","0.5517"
"H364","H46","0.5658"
"H364","H45","0.5577"
"H364","H44","0.5759"
"H364","H43","0.5651"
"H364","H42","0.5799"
"H364","H41","0.5559"
"H364","H40","0.5634"
"H364","H4","0.5605"
"H364","H39","0.5688"
"H364","H38","0.5528"
"H364","H37","0.5562"
"H364","H36","0.6333"
"H364","H35","0.6349"
"H364","H34","0.5709"
"H364","H335","0.575"
"H364","H334","0.6277"
"H364","H333","0.5298"
"H364","H332","0.5307"
"H364","H331","0.5224"
"H364","H330","0.5364"
"H364","H33","0.5924"
"H364","H329","0.5749"
"H364","H328","0.5101"
"H364","H327","0.612"
"H364","H326","0.4877"
"H364","H325","0.5355"
"H364","H324","0.5761"
"H364","H323","0.5853"
"H364","H322","0.4844"
"H364","H321","0.5714"
"H364","H320","0.5595"
"H364","H32","0.5757"
"H364","H319","0.5498"
"H364","H318","0.5706"
"H364","H317","0.5688"
"H364","H316","0.576"
"H364","H315","0.5635"
"H364","H314","0.5488"
"H364","H313","0.5571"
"H364","H312","0.5568"
"H364","H311","0.5575"
"H364","H310","0.5718"
"H364","H309","0.5724"
"H364","H308","0.5716"
"H364","H307","0.5695"
"H364","H306","0.5706"
"H364","H305","0.573"
"H364","H304","0.5704"
"H364","H303","0.5694"
"H364","H302","0.5709"
"H364","H301","0.57"
"H364","H300","0.5837"
"H364","H30","0.5621"
"H364","H3","0.5627"
"H364","H298","0.5859"
"H364","H297","0.6226"
"H364","H296","0.5805"
"H364","H294","0.5502"
"H364","H293","0.5577"
"H364","H292","0.5339"
"H364","H291","0.5337"
"H364","H290","0.5341"
"H364","H29","0.557"
"H364","H289","0.574"
"H364","H288","0.5619"
"H364","H287","0.5664"
"H364","H286","0.4952"
"H364","H285","0.5701"
"H364","H284","0.574"
"H364","H283","0.5493"
"H364","H282","0.5502"
"H364","H281","0.6424"
"H364","H280","0.4642"
"H364","H28","0.5643"
"H364","H279","0.5637"
"H364","H278","0.5726"
"H364","H277","0.5629"
"H364","H276","0.5644"
"H364","H275","0.5536"
"H364","H274","0.5491"
"H364","H273","0.5795"
"H364","H272","0.5824"
"H364","H271","0.5828"
"H364","H270","0.5929"
"H364","H27","0.5589"
"H364","H269","0.5698"
"H364","H268","0.5838"
"H364","H267","0.5723"
"H364","H266","0.5776"
"H364","H265","0.5671"
"H364","H264","0.5892"
"H364","H262","0.5752"
"H364","H26","0.5584"
"H364","H259","0.5661"
"H364","H258","0.5769"
"H364","H257","0.582"
"H364","H256","0.5714"
"H364","H255","0.5735"
"H364","H254","0.5783"
"H364","H253","0.5802"
"H364","H252","0.5692"
"H364","H251","0.5715"
"H364","H250","0.5795"
"H364","H25","0.5797"
"H364","H249","0.557"
"H364","H248","0.5685"
"H364","H247","0.5672"
"H364","H246","0.5433"
"H364","H245","0.5884"
"H364","H244","0.5633"
"H364","H243","0.5481"
"H364","H242","0.5813"
"H364","H241","0.5639"
"H364","H240","0.5634"
"H364","H24","0.5723"
"H364","H239","0.5806"
"H364","H238","0.5678"
"H364","H237","0.5424"
"H364","H236","0.5722"
"H364","H235","0.5631"
"H364","H234","0.5747"
"H364","H233","0.5546"
"H364","H232","0.5604"
"H364","H231","0.5725"
"H364","H230","0.5728"
"H364","H23","0.5614"
"H364","H229","0.5739"
"H364","H228","0.5335"
"H364","H227","0.6041"
"H364","H226","0.5262"
"H364","H225","0.6113"
"H364","H224","0.5441"
"H364","H223","0.5541"
"H364","H222","0.552"
"H364","H221","0.5505"
"H364","H220","0.5416"
"H364","H219","0.5458"
"H364","H218","0.5848"
"H364","H217","0.6135"
"H364","H216","0.6221"
"H364","H215","0.6294"
"H364","H214","0.6152"
"H364","H213","0.6273"
"H364","H212","0.63"
"H364","H211","0.5568"
"H364","H210","0.5614"
"H364","H21","0.5116"
"H364","H209","0.5369"
"H364","H208","0.5625"
"H364","H207","0.5335"
"H364","H206","0.5214"
"H364","H205","0.5508"
"H364","H204","0.5535"
"H364","H203","0.5786"
"H364","H202","0.5619"
"H364","H201","0.5741"
"H364","H200","0.5666"
"H364","H20","0.5771"
"H364","H2","0.5639"
"H364","H199","0.5751"
"H364","H198","0.5564"
"H364","H197","0.5508"
"H364","H196","0.5686"
"H364","H195","0.5478"
"H364","H194","0.5249"
"H364","H193","0.5479"
"H364","H192","0.5242"
"H364","H191","0.5528"
"H364","H190","0.5735"
"H364","H19","0.5619"
"H364","H189","0.5673"
"H364","H188","0.5438"
"H364","H187","0.5656"
"H364","H186","0.5592"
"H364","H185","0.593"
"H364","H184","0.6047"
"H364","H183","0.5621"
"H364","H182","0.561"
"H364","H181","0.5784"
"H364","H180","0.5282"
"H364","H18","0.5505"
"H364","H179","0.5434"
"H364","H178","0.5705"
"H364","H177","0.5682"
"H364","H176","0.5589"
"H364","H175","0.5595"
"H364","H174","0.5378"
"H364","H173","0.5872"
"H364","H172","0.5832"
"H364","H171","0.5218"
"H364","H170","0.6021"
"H364","H17","0.5804"
"H364","H169","0.5727"
"H364","H168","0.5305"
"H364","H167","0.5281"
"H364","H166","0.5309"
"H364","H165","0.5765"
"H364","H164","0.5779"
"H364","H163","0.5538"
"H364","H162","0.5651"
"H364","H161","0.5602"
"H364","H160","0.5733"
"H364","H16","0.5613"
"H364","H159","0.5745"
"H364","H158","0.5681"
"H364","H157","0.5947"
"H364","H156","0.5285"
"H364","H155","0.5586"
"H364","H154","0.5589"
"H364","H153","0.5747"
"H364","H152","0.5712"
"H364","H151","0.5741"
"H364","H150","0.5749"
"H364","H15","0.5682"
"H364","H149","0.575"
"H364","H148","0.5758"
"H364","H147","0.5745"
"H364","H146","0.493"
"H364","H145","0.5581"
"H364","H144","0.5461"
"H364","H143","0.5594"
"H364","H142","0.5556"
"H364","H141","0.5791"
"H364","H140","0.5812"
"H364","H139","0.5516"
"H364","H138","0.5613"
"H364","H136","0.5844"
"H364","H135","0.5712"
"H364","H134","0.6149"
"H364","H133","0.5856"
"H364","H132","0.4965"
"H364","H131","0.5672"
"H364","H130","0.5669"
"H364","H13","0.5708"
"H364","H129","0.5612"
"H364","H128","0.5693"
"H364","H127","0.5683"
"H364","H126","0.5565"
"H364","H125","0.5588"
"H364","H124","0.552"
"H364","H123","0.5579"
"H364","H122","0.5707"
"H364","H121","0.5709"
"H364","H120","0.5566"
"H364","H12","0.5623"
"H364","H119","0.5567"
"H364","H118","0.5561"
"H364","H117","0.557"
"H364","H116","0.5565"
"H364","H115","0.5563"
"H364","H114","0.5568"
"H364","H113","0.5567"
"H364","H112","0.5568"
"H364","H111","0.5567"
"H364","H110","0.5567"
"H364","H11","0.5631"
"H364","H109","0.5567"
"H364","H108","0.5597"
"H364","H107","0.5601"
"H364","H106","0.5601"
"H364","H105","0.5623"
"H364","H104","0.5595"
"H364","H103","0.5657"
"H364","H102","0.5614"
"H364","H101","0.562"
"H364","H100","0.6902"
"H364","H10","0.549"
"H364","H1","0.5601"
"H363","H368","0.5816"
"H363","H367","0.6473"
"H363","H366","0.4516"
"H363","H365","0.5913"
"H363","H364","0.552"
"H363","H363","1"
"H363","H362","0.5961"
"H363","H361","0.5961"
"H363","H99","0.5654"
"H363","H98","0.5947"
"H363","H97","0.6192"
"H363","H96","0.5301"
"H363","H95","0.53"
"H363","H94","0.528"
"H363","H93","0.5464"
"H363","H92","0.5413"
"H363","H91","0.5994"
"H363","H90","0.6116"
"H363","H9","0.5987"
"H363","H89","0.5929"
"H363","H88","0.611"
"H363","H87","0.5664"
"H363","H86","0.6045"
"H363","H85","0.6088"
"H363","H84","0.5767"
"H363","H83","0.5912"
"H363","H82","0.636"
"H363","H81","0.6356"
"H363","H8","0.6064"
"H363","H79","0.6704"
"H363","H78","0.5938"
"H363","H77","0.5682"
"H363","H76","0.5659"
"H363","H75","0.5782"
"H363","H74","0.6338"
"H363","H73","0.633"
"H363","H72","0.5566"
"H363","H71","0.5605"
"H363","H70","0.5617"
"H363","H7","0.6064"
"H363","H69","0.5593"
"H363","H68","0.5669"
"H363","H67","0.5748"
"H363","H66","0.5652"
"H363","H65","0.5785"
"H363","H64","0.5534"
"H363","H63","0.5556"
"H363","H62","0.5491"
"H363","H61","0.5446"
"H363","H60","0.6292"
"H363","H6","0.5853"
"H363","H59","0.5452"
"H363","H58","0.6413"
"H363","H57","0.6364"
"H363","H56","0.604"
"H363","H55","0.6062"
"H363","H54","0.6073"
"H363","H53","0.6138"
"H363","H52","0.5892"
"H363","H51","0.5622"
"H363","H50","0.613"
"H363","H5","0.5861"
"H363","H49","0.5889"
"H363","H48","0.5372"
"H363","H47","0.8114"
"H363","H46","0.6201"
"H363","H45","0.5932"
"H363","H44","0.5916"
"H363","H43","0.5984"
"H363","H42","0.5718"
"H363","H41","0.5909"
"H363","H40","0.5956"
"H363","H4","0.5838"
"H363","H39","0.6334"
"H363","H38","0.5938"
"H363","H37","0.6088"
"H363","H36","0.5952"
"H363","H35","0.5891"
"H363","H34","0.596"
"H363","H335","0.6"
"H363","H334","0.5328"
"H363","H333","0.4631"
"H363","H332","0.5052"
"H363","H331","0.5391"
"H363","H330","0.5525"
"H363","H33","0.6017"
"H363","H329","0.5201"
"H363","H328","0.5068"
"H363","H327","0.4902"
"H363","H326","0.4893"
"H363","H325","0.5282"
"H363","H324","0.5357"
"H363","H323","0.544"
"H363","H322","0.4691"
"H363","H321","0.5902"
"H363","H320","0.5198"
"H363","H32","0.6661"
"H363","H319","0.5149"
"H363","H318","0.5943"
"H363","H317","0.5906"
"H363","H316","0.4911"
"H363","H315","0.4969"
"H363","H314","0.5917"
"H363","H313","0.513"
"H363","H312","0.5145"
"H363","H311","0.5969"
"H363","H310","0.5591"
"H363","H309","0.5567"
"H363","H308","0.5584"
"H363","H307","0.5548"
"H363","H306","0.5551"
"H363","H305","0.5553"
"H363","H304","0.557"
"H363","H303","0.5567"
"H363","H302","0.5843"
"H363","H301","0.5979"
"H363","H300","0.5112"
"H363","H30","0.5864"
"H363","H3","0.5857"
"H363","H298","0.5753"
"H363","H297","0.5657"
"H363","H296","0.6078"
"H363","H294","0.6032"
"H363","H293","0.5137"
"H363","H292","0.5531"
"H363","H291","0.5522"
"H363","H290","0.553"
"H363","H29","0.5848"
"H363","H289","0.5635"
"H363","H288","0.5527"
"H363","H287","0.5582"
"H363","H286","0.4738"
"H363","H285","0.492"
"H363","H284","0.5926"
"H363","H283","0.5854"
"H363","H282","0.5961"
"H363","H281","0.5849"
"H363","H280","0.4587"
"H363","H28","0.5901"
"H363","H279","0.6065"
"H363","H278","0.5017"
"H363","H277","0.5951"
"H363","H276","0.5977"
"H363","H275","0.5427"
"H363","H274","0.5332"
"H363","H273","0.5981"
"H363","H272","0.6187"
"H363","H271","0.6081"
"H363","H270","0.5993"
"H363","H27","0.588"
"H363","H269","0.6283"
"H363","H268","0.5957"
"H363","H267","0.6074"
"H363","H266","0.6029"
"H363","H265","0.6063"
"H363","H264","0.6114"
"H363","H262","0.6062"
"H363","H26","0.5988"
"H363","H259","0.578"
"H363","H258","0.608"
"H363","H257","0.6103"
"H363","H256","0.6053"
"H363","H255","0.6023"
"H363","H254","0.6117"
"H363","H253","0.6128"
"H363","H252","0.5982"
"H363","H251","0.597"
"H363","H250","0.6076"
"H363","H25","0.6779"
"H363","H249","0.5984"
"H363","H248","0.6094"
"H363","H247","0.5885"
"H363","H246","0.6424"
"H363","H245","0.6046"
"H363","H244","0.5421"
"H363","H243","0.5482"
"H363","H242","0.6023"
"H363","H241","0.597"
"H363","H240","0.5962"
"H363","H24","0.6734"
"H363","H239","0.6021"
"H363","H238","0.4928"
"H363","H237","0.5301"
"H363","H236","0.6614"
"H363","H235","0.6001"
"H363","H234","0.5955"
"H363","H233","0.571"
"H363","H232","0.5813"
"H363","H231","0.5536"
"H363","H230","0.5568"
"H363","H23","0.5708"
"H363","H229","0.5531"
"H363","H228","0.5442"
"H363","H227","0.4915"
"H363","H226","0.4959"
"H363","H225","0.5732"
"H363","H224","0.5939"
"H363","H223","0.6225"
"H363","H222","0.6297"
"H363","H221","0.6242"
"H363","H220","0.5935"
"H363","H219","0.5382"
"H363","H218","0.5702"
"H363","H217","0.5438"
"H363","H216","0.5488"
"H363","H215","0.5508"
"H363","H214","0.5406"
"H363","H213","0.5491"
"H363","H212","0.5534"
"H363","H211","0.8514"
"H363","H210","0.5711"
"H363","H21","0.5566"
"H363","H209","0.5546"
"H363","H208","0.6167"
"H363","H207","0.5414"
"H363","H206","0.5151"
"H363","H205","0.5417"
"H363","H204","0.5454"
"H363","H203","0.573"
"H363","H202","0.573"
"H363","H201","0.5841"
"H363","H200","0.5549"
"H363","H20","0.5712"
"H363","H2","0.5868"
"H363","H199","0.5512"
"H363","H198","0.5385"
"H363","H197","0.5692"
"H363","H196","0.6302"
"H363","H195","0.556"
"H363","H194","0.5367"
"H363","H193","0.5437"
"H363","H192","0.5293"
"H363","H191","0.5306"
"H363","H190","0.5451"
"H363","H19","0.5767"
"H363","H189","0.6814"
"H363","H188","0.5308"
"H363","H187","0.5349"
"H363","H186","0.5362"
"H363","H185","0.5457"
"H363","H184","0.5598"
"H363","H183","0.5496"
"H363","H182","0.5514"
"H363","H181","0.5679"
"H363","H180","0.5399"
"H363","H18","0.6378"
"H363","H179","0.5916"
"H363","H178","0.6898"
"H363","H177","0.5376"
"H363","H176","0.5386"
"H363","H175","0.5379"
"H363","H174","0.5383"
"H363","H173","0.5363"
"H363","H172","0.5335"
"H363","H171","0.4916"
"H363","H170","0.5483"
"H363","H17","0.613"
"H363","H169","0.5633"
"H363","H168","0.5356"
"H363","H167","0.5352"
"H363","H166","0.5416"
"H363","H165","0.551"
"H363","H164","0.5435"
"H363","H163","0.5395"
"H363","H162","0.5477"
"H363","H161","0.5453"
"H363","H160","0.5537"
"H363","H16","0.5976"
"H363","H159","0.5531"
"H363","H158","0.5572"
"H363","H157","0.6059"
"H363","H156","0.5495"
"H363","H155","0.5741"
"H363","H154","0.5675"
"H363","H153","0.5822"
"H363","H152","0.5838"
"H363","H151","0.5852"
"H363","H150","0.5855"
"H363","H15","0.671"
"H363","H149","0.5861"
"H363","H148","0.5859"
"H363","H147","0.5848"
"H363","H146","0.4893"
"H363","H145","0.5899"
"H363","H144","0.541"
"H363","H143","0.6065"
"H363","H142","0.5877"
"H363","H141","0.618"
"H363","H140","0.6095"
"H363","H139","0.5817"
"H363","H138","0.6006"
"H363","H136","0.6261"
"H363","H135","0.5627"
"H363","H134","0.5479"
"H363","H133","0.5179"
"H363","H132","0.5081"
"H363","H131","0.5759"
"H363","H130","0.6166"
"H363","H13","0.6474"
"H363","H129","0.5989"
"H363","H128","0.5769"
"H363","H127","0.6066"
"H363","H126","0.5984"
"H363","H125","0.564"
"H363","H124","0.5842"
"H363","H123","0.5865"
"H363","H122","0.6115"
"H363","H121","0.6352"
"H363","H120","0.6057"
"H363","H12","0.6004"
"H363","H119","0.606"
"H363","H118","0.6057"
"H363","H117","0.6061"
"H363","H116","0.6061"
"H363","H115","0.6057"
"H363","H114","0.6059"
"H363","H113","0.606"
"H363","H112","0.6062"
"H363","H111","0.606"
"H363","H110","0.6058"
"H363","H11","0.6041"
"H363","H109","0.606"
"H363","H108","0.604"
"H363","H107","0.6041"
"H363","H106","0.6042"
"H363","H105","0.5981"
"H363","H104","0.5937"
"H363","H103","0.5641"
